isbn,data_source,title,authors,publisher,publication_date,language,page_count,categories,average_rating,ratings_count,description,thumbnail,binding,dimensions,weight
9780545504928,Google Books,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,Dav Pilkey,"Scholastic, Incorporated",2015,en,0.0,Brainwashing,,,"George, Harold, and their doubles have been taking turns going to school, but when the doubles fall prey to their gym teacher's method of mind-control obedience, it is up to George and Harold to strike back.",http://books.google.com/books/content?id=aKT7rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545533454,Google Books,The Magic School Bus Plants Seeds,"Patricia Relf, Joanna Cole",,1995,en,0.0,Flowers,,,Miss Frezzle's class plants a garden and travels via the magic school bus inside a flower.,,,,
9780545556231,Google Books,The Journey Through Time,"Geronimo Stilton, Elisabetta Dami",Scholastic Paperbacks,2014,en,282.0,Juvenile Fiction,5.0,1.0,"From the Jurassic period and the dinosaurs, to a medieval castle, Geronimo Stilton and a few members of his family embark on an adventure through time in Professor von Volt's new time machine, the Mouse Mover 3000.",http://books.google.com/books/content?id=YjsxnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545556248,Google Books,The Secret of the Fairies,Thea Stilton,Scholastic Paperbacks,2013,en,320.0,Juvenile Fiction,,,"Searching for a missing mouse in the fantastical Land of Erin, Thea Stilton and the Thea Sisters learn that the land is in peril and must discern which of the fairies, pixies, gnomes and other magical creatures they meet are trustworthy.",http://books.google.com/books/content?id=Psa5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545556255,Google Books,The Volcano of Fire,Geronimo Stilton,Scholastic Paperbacks,2013,en,320.0,Juvenile Fiction,,,"After receiving a mysterious message summoning him to a meeting, Geronimo Stilton finds himself back in the Kingdom of Fantasy, summoned by the Elves, who want him to travel to the Great Explanatorium to find an answer to the earthquakes that are threatening the Kingdom.",http://books.google.com/books/content?id=zc5mngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545581608,Google Books,Dog Man (Captain Underpants: Dog Man #1),Dav Pilkey,Graphix,2016-08-30,en,240.0,Juvenile Fiction,4.5,16.0,"New from the creator of Captain Underpants, it's Dog Man, the crime-biting canine who is part dog, part man, and ALL COP! There's a new breed of justice in town, and he's ready to sniff out criminals -- as soon as he stops chasing his own tail! George and Harold have created a new hero who digs into deception, claws after crooks, and rolls over robbers. When Greg the police dog and his cop companion are injured on the job, a life-saving surgery changes the course of history, and Dog Man is born.",http://books.google.com/books/content?id=XLhNjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545599320,Google Books,Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,Scholastic,2014-01-01,en,134.0,Juvenile Fiction,,,"Principal Krupp once again turns into the superhero Captain Underpants in order to save the world, and Jerome Horwitz Elementary School, from the evil talking toilets and the Turbo Toilet 2000.",http://books.google.com/books/content?id=adpNnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545615228,Google Books,Super-Silly Sticker Studio,"Klutz, Dav Pilkey",,2013-07-22,en,0.0,Captain Underpants (Fictitious character),,,"CAPTAIN UNDERPANTS returns in an epic colouring and sticker activity book! Dav Pilkey has joined forces with Klutz to celebrate Wedgie Power. Let your imagination lose with George, Harold and Klutz. Transform groceries, build a sticker robot, take your teacher skateboarding. Includes six markers, 12 sticker sheets and glowin-the-dark stickers.",http://books.google.com/books/content?id=zq_DnAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545647717,Google Books,Sweet Child of Mine,Caroline Church,Cartwheel Books,2014,en,0.0,Juvenile Fiction,,,The narrator talks about all the different times that he/she loves his/her child.,http://books.google.com/books/content?id=ZMAmnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545656047,Google Books,The Search for the Treasure,Geronimo Stilton,Scholastic Paperbacks,2014,en,311.0,Juvenile Fiction,5.0,1.0,"Returning to the Kingdom of Fantasy where he learns he must fulfill the Ancient Gemstone Prophecy, a surprised Geronimo Stilton and his friends travel in disguise to keep two powerful gemstones out of the hands of an evil witch empress.",http://books.google.com/books/content?id=kodMngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545656054,Google Books,Thea Stilton: The Secret of the Snow,Thea Stilton,Scholastic Paperbacks,2014-09-22,en,306.0,Juvenile Fiction,5.0,1.0,Thea Stilton and the Thea sisters are called in to investigate when the lotus flowers begin to disappear from a magical land.,http://books.google.com/books/content?id=LzXmoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545665445,Google Books,The Adventures of Super Diaper Baby,"Dav Pilkey, George Beard, Harold Hutchins",Scholastic Incorporated,2014,en,125.0,Juvenile Fiction,5.0,1.0,"Irrepressible friends George and Harold create a new comic book superhero, Super Diaper Baby.",http://books.google.com/books/content?id=I7s4ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545694704,Google Books,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer: Color Edition,Dav Pilkey,Scholastic Incorporated,2014-12-10,en,160.0,Juvenile Fiction,,,"""Includes another new original comic by George and Harold""--P. [4] of cover.",http://books.google.com/books/content?id=fCY3vwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545870115,Google Books,The Captain Underpants Color Collection (Captain Underpants #1-3 Boxed Set),Dav Pilkey,Scholastic Incorporated,2015-08-25,en,0.0,Juvenile Fiction,,,"Gathers three stories about George and Harold, who hypnotize their principal into thinking that he is the superhero Captain Underpants, who then battles Dr. Diaper and his robots, talking toilets, and space aliens.",http://books.google.com/books/content?id=uq5GrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545871877,Google Books,Captain Underpants and the Perilous Plot of Professor Poopypants,Dav Pilkey,Scholastic Incorporated,2015-12-29,en,160.0,,,,"New York Times bestselling author Dav Pilkey's Captain Underpants soars to greater heights with the breakthrough fourth book--now in full color! George and Harold are fourth-grade buddies with a penchant for practical jokes. When the boys' latest prank drives their science teacher over the edge, their clueless principal, Mr. Krupp, quickly hires a replacement: Professor Pippy P. Poopypants. Of course, George and Harold can't resist making fun of the Professor's silly name. But then the Professor",http://books.google.com/books/content?id=OMfNsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545935173,Google Books,Dog Man: Lord of the Fleas: from the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Graphix,2018-01-09,en,256.0,"Comic books, strips, etc",5.0,4.0,"Howl with laughter with Dog Man, the #1 New York Times bestselling series from Dav Pilkey!",http://books.google.com/books/content?id=OlKttAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545935180,Open Library,Dog Man and Cat Kid,Dav Pilkey,Scholastic,2018,,,"Humorous stories, Adventure and adventurers, Juvenile fiction, Graphic novels, Cats",,,,https://covers.openlibrary.org/b/id/8140873-M.jpg,,,
9780545935203,Google Books,Dog Man,Dav Pilkey,Graphix,2016-12-27,en,240.0,Juvenile Fiction,5.0,3.0,"Dog Man, the newest hero from the creator of Captain Underpants, is still learning a few tricks of the trade. If only the Chief would throw him a bone every once and a while... Dog Man needs to dry up the drool, dust away the dander, and roll out of the refuse if he's going to impress the Chief, and he needs to do it fast! Petey the cat is out of the bag, and his criminal curiosity is taking the city by storm. Can the canine crime biter unleash justice on this ruffian in time to save the city, o",http://books.google.com/books/content?id=E2BDvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780545935210,Google Books,A Tale of Two Kitties,,Graphix,2017,en,256.0,Juvenile Fiction,4.5,12.0,"Dog Man, the newest hero from the creator of Captain Underpants, is still learning a few tricks of the trade. If only the Chief would throw him a bone every once and a while... Dog Man needs to dry up the drool, dust away the dander, and roll out of the refuse if he's going to impress the Chief, and he needs to do it fast! Petey the cat is out of the bag, and his criminal curiosity is taking the city by storm. Can the canine crime biter unleash justice on this ruffian in time to save the city, o",http://books.google.com/books/content?id=B8PztwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780593304440,Google Books,Super Mario: Meet Mario! (Nintendo®),Malcolm Shealy,Random House Books for Young Readers,2021-05-25,en,33.0,Juvenile Fiction,,,"Power up your child's reading with Mario, Luigi and their friends in the Super MarioTM first-ever Step into Reading level reader! Nintendo and Super Mario fans ages 5-8 will love to meet Mario, Luigi, and all their friends and foes in this Step 3 Step into Reading level reader. Step 3 readers feature engaging characters in easy-to-follow plots about popular topics for children who are ready to read on their own. Mario first appeared in 1981 with the arcade classic Donkey KongTM, and has since go",http://books.google.com/books/content?id=9GIrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780603566738,Google Books,Mr Men Pocket Treasury,Roger Hargreaves,,2012-06-01,en,272.0,,,,"Smile with Mr Happy, clown around with Mr Funny and get up to mischief with Mr Tickle: meet the Mr Men in this fun pocket treasury! With eight colourful stories to share and enjoy, this collection is perfect for young readers!",http://books.google.com/books/content?id=YjGBMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780603566745,Google Books,Thomas and Friends Pocket Treasury,W. Awdry,,2012-06-01,en,272.0,Railroad trains,,,"Based on the Railway Series written by the Rev. W. Awdry, Thomas and the other busy engines have been entertaining children since their creation in the 1940s. With nine stories to share and wnjoy, this pocket treasury is perfect for young readers! Journey to the island of Sodor and meet some of the engines who work under the watchful eye of The Fat Controller. Read all about Thomas and his friends in their most famous adventures from the Thomas Story Library!",http://books.google.com/books/content?id=5Ld2MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780655200154,,,,,,,,,,,,,,,
9780655207856,,,,,,,,,,,,,,,
9780655222613,Google Books,JJ Loves Bath Time,,,2021,en,0.0,Baths,,,"JJ Starts Loves Bathime is part of the CoComelon First Experiences range of board books. Each book follows an adorable CoComelon episode that introduces young children to important new experiences. In JJ Loves Bath Time, TomTom and JJ sing a catchy tune as they wash, rinse and get squeaky clean!",http://books.google.com/books/content?id=DOEfzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780655222620,Google Books,JJ Goes to the Potty,,,2021,en,0.0,Board books,,,JJ wants to learn to use the potty like the big kids do!,http://books.google.com/books/content?id=NX_OzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780655222637,Google Books,JJ Starts Preschool,,,2021,en,0.0,Board books,,,"It's JJ's first day at preschool, full of new routines and emotions.",http://books.google.com/books/content?id=e2_TzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780688092344,Google Books,The Doorbell Rang,Pat Hutchins,Harper Collins,1989-10-26,en,28.0,Juvenile Fiction,,,"Ma has made a dozen delicious cookies. It should be plenty for her two children. But then the doorbell rings -- and rings and rings.Each ring of the doorbell brings more friends to share the delicious cookies Ma has made.""Refreshing, enjoyable and unpredictable."" -- School Library Journal. Also available in a Spanish-language edition, Llaman a la puerta.",http://books.google.com/books/content?id=MUGdA2pUqNkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780710522030,,,,,,,,,,,,,,,
9780718197827,Google Books,George Catches a Cold,"Neville Astley, Peppa Pig, Mark Baker",Peppa Pig,2013,en,0.0,Children's stories,,,"Peppa and George love to play outside in the rain, but George does not want to wear his rain hat. He has a great time jumping in muddy puddles with Peppa, but then he catches a cold! What will George have to do to feel better?",http://books.google.com/books/content?id=5v9yMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780718197834,Google Books,Theatre Show,"Peppa Pig, Peppa Pig Staff, Ladybird Books Staff",Ladybird,2013-01-02,en,0.0,,,,"Peppa and George are putting on a theatre show, and they need your help. Let your imagination take off with 24 pages of amazing sticker scenes, including a ballet show, dinosaur hunt and a fairy tale.",http://books.google.com/books/content?id=sSiMMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780718197841,Google Books,Peppa's First Glasses,"Neville Astley, Mark Baker",Ladybird Books,2013-01-01,en,24.0,Board books,,,"Peppa is sure she needs glasses, just like her friend Pedro Pony wears. What will her pair look like?",http://books.google.com/books/content?id=Ci-JMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780718197858,Google Books,Happy Birthday Peppa!,Peppa Pig,Ladybird,2013,en,0.0,Juvenile Fiction,,,"It's Peppa's birthday and she is very excited. There is going to be a party - with presents and games and a cake - hooray! There will even be a special show from Magic Daddy. Abracadabra! But will Peppa's birthday wish come true when she blows out her candles? A picture book story that's perfect for reading at bedtime, playtime and over and over again! Based on the hit pre-school animation, Peppa Pig, shown daily on Five's Milkshake and Nick Jnr.",http://books.google.com/books/content?id=9MS4NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723269328,Google Books,On the Move!,Peppa Pig,Ladybird,2013-02-27,en,0.0,,,,Hop aboard! Peppa and George are always on the move and so are their family and friends.,http://books.google.com/books/content?id=_zGjMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723271680,Google Books,Peppa Pig: Happy Holiday Sticker Activity Book,,Ladybird Books,2013-06-26,en,16.0,,,,"Jet away on holiday with Peppa and George and find out what funny adventures the Pig family gets up to abroad! This sticker book is packed with lots and lots of fun, holiday-related stickers. Perfect for keeping little Peppa fans busy. A sticker story book based on the hit pre-school animation, Peppa Pig, shown daily on Five's Milkshake and Nick Jnr.",http://books.google.com/books/content?id=6SdHlAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723271697,Google Books,Peppa's Busy Day,"Neville Astley, Peppa Pig, Mark Baker",,2013,en,0.0,Juvenile Nonfiction,,,"Tick-tock, tick-tock, it's Peppa and George's clock Read the story and join Peppa and George on their very busy day, turning the clock hands as you go.",http://books.google.com/books/content?id=tnL3lQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723271710,Google Books,Peppa Pig: My Grandpa,,Ladybird Books,2013,en,16.0,Board books,,,"Peppa and George's Grandpa is great at all sorts of things, from building trains to reading bedtime stories. Read all about how much Peppa Pig and George love their Grandpa in this brilliant board book, which is the perfect present for Grandpa Pigs and little piggies everywhere! Ideal for sharing with little Peppa fans at playtime, preschool or even tucked up in bed. This adorable book is brought to you by the best-loved characters from Peppa Pig - the number one award-winning preschool children",http://books.google.com/books/content?id=CJ64NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723271789,Google Books,Baby Alexander,Peppa Pig,,2013,en,0.0,Juvenile Nonfiction,,,"Peppa's cousin, Baby Alexander has come to visit. He can't talk at all and only says ""Goo-goo"". But Peppa soon teaches Baby Alexander his very first word! Another delightful Peppa Pig tale that is perfect for reading and sharing together. This storybook is perfect for helping pre-schoolers through those tricky first experiences. Based on the hit pre-school animation,Peppa Pig, shown daily on Five's Milkshake and Nick Jnr.",http://books.google.com/books/content?id=ok6kMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723272847,Google Books,Recycling Fun,"Ladybird, Lorraine Horsley, Peppa Pig",,2013,en,0.0,Juvenile Nonfiction,,,"Peppa and George are learning all about recycling, and so they pay Miss Rabbit a visit. She loves to recycle everything - even cars",http://books.google.com/books/content?id=IwHajgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723272878,Google Books,Little Creatures,"Pig Ladybird, Lorraine Horsley, Peppa Pig",Read It Yourself,2013,en,0.0,Children's stories,,,"There are many interesting little creatures in Grandpa Pig's garden for Peppa, George and their friends to learn about, including snails with their little houses and bees making honey",http://books.google.com/books/content?id=wkUmlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723273097,Google Books,Nature Trail,"Pig Ladybird, Lorraine Horsley, Peppa Pig",Ladybird,2013,en,0.0,Children's stories,,,"Peppa and her family are following animal footprints. Daddy Pig has a map, but somehow they still manage to get themselves lost How will they make it back to the car to have their picnic? Find out in this new 'Peppa Pig' adventure.",http://books.google.com/books/content?id=14E0lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723273172,Google Books,Sports Day,"Pig Ladybird, Lorraine Horsley, Peppa Pig",,2013,en,0.0,Juvenile Nonfiction,,,"Peppa Pig is having fun with her friends at Sports Day, but she is not very good at paying attention during her races! Will she and George ever win anything? Read it yourself with Ladybird is one of Ladybird's best-selling series. For over thirty-five years it has helped young children who are learning to read develop and improve their reading skills. Each Read it yourself book is very carefully written to include many key, high-frequency words that are vital for learning to read, as well as a l",http://books.google.com/books/content?id=tRHmjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723280507,Google Books,Daddy Pig's Old Chair,"Neville Astley, Mark Baker",Ladybird,2014,en,0.0,Juvenile Nonfiction,,,"A Peppa Pig story. Madame Gazelle is having a jumble sale to raise money for a new school roof. What does Daddy Pig buy? Read it yourself with Ladybird is one of Ladybird's best-selling reading series. For over thirty-five years it has helped young children who are learning to read develop and improve their reading skills. Each Read it yourself book is very carefully written to include many key, high-frequency words that are vital for learning to read, as well as a limited number of story words ",http://books.google.com/books/content?id=iBITngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723280873,Google Books,School Bus Trip,"Pig Ladybird, Ellen Philpott, Peppa Pig",Ladybird,2014,en,0.0,Juvenile Nonfiction,,,Peppa and her friends are going on a school bus adventure up a mountain. But what will they find at the very top?,http://books.google.com/books/content?id=LE6pngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723287049,Google Books,Peppa Goes Skiing,"Sue Nicholson, Neville Astley, Mark Baker",,2014,en,22.0,Children's stories,,,"Peppa and her friends are learning how to ski with Madame Gazelle, but who will win her special cup for skiing all the way down the mountain?",,,,
9780723287056,Google Books,Peppa Pig: George's New Dinosaur,Peppa Pig,Ladybird,2014-01-02,en,0.0,Juvenile Fiction,,,"George loves playing with his favourite toy, Mr Dinosaur. But when he breaks one day, Mummy and Daddy Pig take him to buy a new one. The amazing new Dino-Roar walks, talks and sings too, but will he be as good a toy as Mr Dinosaur? Find out in this funny Peppa Pig tale that is perfect for reading and sharing together. Peppa storybooks are perfect for exploring first experiences with pre-schoolers. Based on the hit pre-school animation,Peppa Pig, shown daily on Five's Milkshake and Nick Jnr.",http://books.google.com/books/content?id=YaPazgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723288589,Google Books,Peppa Pig: Peppa's Big Race,Peppa Pig,Ladybird,2014,en,0.0,Juvenile Nonfiction,,,"Peppa is going on a bike ride. She loves cycling downhill but uphill isn't quite as fun. When Peppa's friends decide to have a big race, who will win?",http://books.google.com/books/content?id=NVVtngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723288596,Google Books,Peppa Pig: Summer Fun! Sticker Activity Book,Peppa Pig,Ladybird,2014-04-23,en,0.0,Juvenile Nonfiction,,,"Peppa, George and all their friends enjoy the summer at fetes, funfairs, picnics and the beach too. With lots of puzzles and activities, this sticker book will keep all little Peppa fans busy. It is based on the hit pre-school animation, Peppa Pig, shown daily on Five's Milkshake and Nick Jnr.",http://books.google.com/books/content?id=kV2pngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723288602,Google Books,Peppa Pig: Treasure Hunt! Sticker Book,Peppa Pig,Ladybird,2014-02-26,en,0.0,Juvenile Nonfiction,,,"Features Peppa Pig stickers for your little piggies to enjoy. In this title, Peppa and George and all their friends have lots of pirate adventures and even find some treasure.",http://books.google.com/books/content?id=0_yVngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723288619,Google Books,My Granny,"Mandy Archer, Neville Astley, Mark Baker",,2014,en,,Board books,,,"Peppa and George's granny is very good at many things, from playing games to gardening. This book helps you join Peppa Pig and her brother George.",,,,
9780723292081,Google Books,Peppa Pig: Practise with Peppa: Wipe-Clean Writing,,Ladybird Books,2014-05-28,en,16.0,,,,"Practice your writing with Peppa. Trace the letters and learn new words in this wipe-clean activity book. Perfect for Peppa Pig fans who are starting school and developing their writing skills and pencil control. Children can wipe the page clean and practice again and again. Includes a free pen. Based on the hit pre-school animation, Peppa Pig, shown daily on ABC4Kids.",http://books.google.com/books/content?id=oRVGngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723292098,Google Books,ABC with Peppa,Peppa Pig,Ladybird,2014,en,0.0,Juvenile Nonfiction,,,Learn your ABC with Peppa in this colourful board book. A first concept book perfect for the very youngest Peppa Pig fan! With simple text and pictures this chunky book is perfect for little hands. Look out for more Peppa Pig books from Ladybird including: 123 with Peppa and many more!,http://books.google.com/books/content?id=ktEBvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723292104,Google Books,"1, 2, 3 with Peppa",Peppa Pig,Ladybird,2014,en,0.0,Juvenile Nonfiction,,,"Count 1,2,3 with Peppa Pig. With simple text and colourful pictures this chunky board book is perfect for little hands Based on the award-winning animation.",http://books.google.com/books/content?id=xeIUnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723292111,Google Books,Numbers 123,Peppa Pig,Ladybird,2014-05-28,en,0.0,Juvenile Nonfiction,,,"Suitable for young readers who are starting school and developing their counting skills and pencil control, this book helps you practise your numbers with Peppa.",http://books.google.com/books/content?id=4eLUnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723297185,Google Books,Peppa's Dress-up Sticker Book,Peppa Pig,Ladybird,2015-01-02,en,0.0,Juvenile Nonfiction,,,Peppa and her friends love dressing-up! This book is packed with stickers to help Peppa put on her favourite outfits and decorate the scenes. Perfect for little piggies with big imaginations!,http://books.google.com/books/content?id=EJecoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723297758,Google Books,Peppa Pig,Peppa Pig,Ladybird,2015-01-28,en,0.0,Juvenile Nonfiction,,,Peppa loves drawing pictures of her mummy. Make your own special scrapbook about yours with help from Peppa Pig. With a free pull-out frame for a picture of your mummy and a sheet of stickers.,http://books.google.com/books/content?id=Z-PdoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723297819,Google Books,Peppa Goes on Holiday,,Ladybird,2015,en,0.0,Juvenile Fiction,,,"Peppa and her family go on their first holiday abroad! They pack their suitcases and fly all the way to Italy, where they eat pizza and go sightseeing! But there's so much to see and do that Peppa keeps leaving poor Teddy behind! Will he make it home in the end? The perfect book to bring on holiday!",http://books.google.com/books/content?id=vWbGrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780723297901,Google Books,George's Racing Car,Peppa Pig,Ladybird,2015,en,0.0,Juvenile Fiction,,,Peppa and George are inside watching television on a sunny day when Granny Pig sends them outside to play. Grandpa Pig builds George his very own pedal car and Peppa and George soon discover that real life racing is better than watching it on television!,http://books.google.com/books/content?id=_ILcoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736430517,Google Books,Frozen,Victoria Saxon,Golden/Disney,2013,en,0.0,Adventure stories,1.0,2.0,"When queen Elsa puts an icy spell on her kingdom and runs away, it is up to her sister Princess Anna to find her and save their kingdom.",http://books.google.com/books/content?id=T-g_lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736430616,Google Books,Anna's Act of Love/Elsa's Icy Magic (Disney Frozen),RH Disney,RH/Disney,2013-10-01,en,0.0,Juvenile Fiction,,,"Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna, and Kristoff battle the elements in a race to save the kingdom. Children ages 3-7 will love this full-color storybook based on the film Disney Frozen.",http://books.google.com/books/content?id=NoaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736430906,Google Books,Anna's Best Friends (Disney Frozen),Christy Webster,National Geographic Books,2014-01-07,en,0.0,Juvenile Fiction,,,"Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls, and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. Children ages 4 to 6 will love this Step 1 Step into Reading leveled reader—with stickers!—based on Disney Frozen.",http://books.google.com/books/content?id=p8iOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736430937,Google Books,The Journey Home (Disney/Pixar The Good Dinosaur),Bill Scollon,RH/Disney,2015-10-13,en,0.0,Juvenile Fiction,,,"Disney/Pixar The Good Dinosaur is a humorous and exciting original story about Arlo, a lively Apatosaurus with a big heart. After a traumatic event unsettles Arlo's family, he sets out on a remarkable journey, gaining an unlikely companion along the way—a human boy. This Step 2 Step into Reading leveled reader based on the film features collector cards and a shiny foil cover. It's perfect for children ages 4 to 6. Step 2 Readers use basic vocabulary and short sentences to tell simple stories. Fo",http://books.google.com/books/content?id=QIaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431187,Google Books,Frozen Junior Novelization (Disney Frozen),RH Disney,National Geographic Books,2013-10-01,en,0.0,Juvenile Fiction,,,"A #1 New York Times Bestseller! Disney Frozen: The Junior Novelization is the paperback retelling of the beloved hit movie! Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna, and Kristoff battle the elements in a race to save the ki",http://books.google.com/books/content?id=tciOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431194,Google Books,"Big Snowman, Little Snowman (Disney Frozen)",Tish Rabe,National Geographic Books,2013-10-01,en,0.0,Juvenile Fiction,,,"Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. Children ages 4-6 will love this Step 1 Step into Reading leveled reader based on Disney Frozen.",http://books.google.com/books/content?id=r8iOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431200,Google Books,A Tale of Two Sisters (Disney Frozen),Melissa Lagonegro,National Geographic Books,2013-10-01,en,0.0,Juvenile Fiction,,,"Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. This Step 2 Step into Reading leveled reader brings all the magic and adventure of Disney Frozen to children ages 4-6 ",http://books.google.com/books/content?id=vciOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431286,Google Books,The Ice Box (Disney Frozen),Courtney Carbone,RH/Disney,2014-01-07,en,0.0,Juvenile Fiction,,,"Four Disney Frozen board books in a sturdy box with a handle for on-the-go fun! Walt Disney Animation Studios, the studio behind Tangled and Wreck-It Ralph, presents Frozen, a stunning big-screen comedy-adventure. Fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff and his loyal reindeer Sven—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls, and a hi",,,,
