isbn,data_source,title,authors,publisher,publication_date,language,page_count,categories,average_rating,ratings_count,description,thumbnail,binding,dimensions,weight
9780736431408,Google Books,The Good Dinosaur,,RH/Disney,2015,en,0.0,Dinosaurs,,,"After being separated from his family following an asteroid stike, Arlo, a dinosaur, strikes up a friendship with a wildboy he names Spot, and together they embark on a journey to find their homes.",http://books.google.com/books/content?id=UiVKngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431828,Google Books,101 Dalmatians (Disney 101 Dalmatians),Pamela Bobowicz,RH/Disney,2021-01-05,en,34.0,Juvenile Fiction,,,Boys and girls ages 4 to 6 can follow dozens and dozens of puppies as they battle the evil dognapper Cruella de Vil in this Step into Reading adaptation of the beloved Disney animated film 101 Dalmatians!,http://books.google.com/books/content?id=eIaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736431897,Google Books,Fight to the Finish! (Disney Big Hero 6),Bill Scollon,RH/Disney,2014-09-23,en,0.0,Juvenile Fiction,,,"Big Hero 6 features brilliant robotics prodigy Hiro Hamada, who finds himself in the grips of a criminal plot that threatens to destroy the fast-paced, high-tech city of San Fransokyo. With the help of his closest companion—a robot named Baymax—Hiro joins forces with a reluctant team of first-time crime-fighters on a mission to save their city. Boys and girls ages 5 to 8 will love this Step 3 Step into Reading reader based on the film!",http://books.google.com/books/content?id=doaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736432269,Google Books,Sleeping Beauty Step into Reading (Disney Princess),Mary Man-Kong,RH/Disney,2014-07-22,en,33.0,Juvenile Fiction,,,Aurora from Disney Sleeping Beauty is one of the most beloved Disney princesses of all time. Now children ages 4 to 6 can relive the magic of the film in this Step 2 Step into Reading leveled reader. Step 2 readers use basic vocabulary and short sentences to tell simple stories. For children who recognize familiar words and can sound out new words with help.,http://books.google.com/books/content?id=MoaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736432443,Google Books,Team Up!,Random House Disney,RH/Disney,2014-09-23,en,0.0,Adventure stories,,,The origin story of Big Hero 6 is told.,http://books.google.com/books/content?id=Eba9oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736432450,Google Books,The Big Battle,Bill Scollon,RH/Disney,2014,en,0.0,Readers (Elementary),,,A group of friends form a superhero team called Big Hero 6 and fight off an evil villain.,http://books.google.com/books/content?id=OWcEoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736432795,Google Books,The Christmas Party (Disney Frozen),Andrea Posner-Sanchez,National Geographic Books,2014-09-09,en,0.0,Juvenile Fiction,,,"It’s Christmas in Arendelle and Anna and Elsa want to make it the best one ever! Find out how the royal sisters from Disney’s award-winning movie Frozen celebrate. Girls ages 4 to 6 will love this Step 2 reader that comes with press-out ornaments featuring pictures of the characters, and festive glitter on the cover! It makes a perfect holiday gift!",http://books.google.com/books/content?id=38iOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736433167,Google Books,Journey into the Mind (Disney/Pixar Inside Out),RH Disney,National Geographic Books,2015-05-05,en,0.0,Juvenile Fiction,,,"Disney/Pixar Inside Out takes you to a place that everyone knows but no one has ever seen: inside the human mind. Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions – Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley’s mind, where they help advise her through everyday life. As Riley and her e",http://books.google.com/books/content?id=6ciOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736433181,Google Books,Welcome to Headquarters (Disney/Pixar Inside Out),RH Disney,National Geographic Books,2015-05-05,en,0.0,Juvenile Fiction,,,Disney/Pixar Inside Out takes you to a place that everyone knows but no one has ever seen: inside the human mind. This Step 3 Step into Reading leveled reader based on the film features a shiny foil cover and two sheets of sparkly stickers. Perfect for children ages 5 to 8! Step 3 readers feature engaging characters in easy-to-follow plots about popular topics. For children who are ready to read on their own.,http://books.google.com/books/content?id=58iOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736433426,Google Books,I Am Baymax (Disney Big Hero 6),"RH Disney, Random House Disney, Billy Wrecks",RH/Disney,2015-01-06,en,24.0,Juvenile Fiction,,,A skill-building reader introduces the story of the mysterious villain Yokai and is complemented by a shiny foil cover and two sheets of sparkly stickers. Simultaneous. Movie tie-in.,http://books.google.com/books/content?id=NFPRoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736433679,Google Books,"Crash, Boom, Roar! (Disney/Pixar The Good Dinosaur)",Susan Amerikaner,National Geographic Books,2015-10-13,en,0.0,Juvenile Fiction,,,"Disney/Pixar The Good Dinosaur is a humorous and exciting original story about Arlo, a lively Apatosaurus with a big heart. After a traumatic event unsettles Arlo's family, he sets out on a remarkable journey, gaining an unlikely companion along the way—a human boy. This Step 1 Step into Reading leveled reader based on the film features a shiny foil cover and over 30 shiny stickers. Perfect for children ages 4-6. Step 1 Readers feature big type and easy words. Rhymes and rhythmic text paired wit",http://books.google.com/books/content?id=_ciOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736433983,Google Books,Across the Sea (Disney Frozen),Ruth Homberg,National Geographic Books,2016-01-05,en,0.0,Juvenile Fiction,,,Anna and Elsa from Disney’s Frozen sail off on a new adventure in this Step 2 Step into Reading book. Boys and girls ages 4 to 6 will love this leveled reader featuring a glittery cover and over 30 sparkly stickers! Step 2 readers use basic vocabulary and short sentences to tell simple stories. This book is for children who recognize familiar words and can sound out new words with help.,http://books.google.com/books/content?id=_8iOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736434331,Google Books,"Hello, Olaf! (Disney Frozen)",Andrea Posner-Sanchez,RH/Disney,2015-01-06,en,26.0,Juvenile Fiction,,,"Get to know Olaf, the funny and lovable snowman from Walt Disney Animation Studios’ award-winning movie Frozen! Children ages 4-6 will love this Step 1 Step Into Reading leveled reader all about their favorite friendly snowman! Step 1 Readers feature big type and easy words. Rhymes and rhythmic text paired with picture clues help children decode the story. For children who know the alphabet and are eager to begin reading.",http://books.google.com/books/content?id=ZoaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736434393,Google Books,Frozen Fever: Anna's Birthday Surprise (Disney Frozen),Jessica Julius,RH/Disney,2015-03-10,en,0.0,Juvenile Fiction,,,"It's Anna's birthday and Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk. Based on the new Disney Frozen animated short, ""Frozen Fever,"" this storybook comes with over 30 stickers. It's perfect for Frozen fans ages 3-7.",http://books.google.com/books/content?id=moaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736434546,Google Books,Super Animals! (Disney Zootopia),Rico Green,RH/Disney,2016-01-19,en,26.0,Juvenile Fiction,,,"A Step 2 Step into Reading leveled reader featuring the characters from Disney Zootopia! The modern mammal metropolis of Zootopia is a city like no other. Comprised of habitat neighborhoods like ritzy Sahara Square and frigid Tundratown, it's a melting pot where no matter what you are, from the biggest elephant to the smallest shrew, you can be anything. But when optimistic Officer Judy Hopps arrives, she discovers that being the first bunny on a police force of big, tough animals isn't so easy.",http://books.google.com/books/content?id=rIaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736434560,Google Books,The Big Case (Disney Zootopia),Bill Scollon,RH/Disney,2016-01-19,en,34.0,Juvenile Fiction,,,"The modern mammal metropolis of Zootopia is a city like no other. Comprised of habitat neighborhoods like ritzy Sahara Square and frigid Tundratown, it's a melting pot where no matter what you are, from the biggest elephant to the smallest shrew, you can be anything. But when optimistic Officer Judy Hopps arrives, she discovers that being the first bunny on a police force of big, tough animals isn't so easy. Determined to prove herself, she jumps at the opportunity to crack a case, even if it me",http://books.google.com/books/content?id=gIaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736434980,Google Books,Dory's Story (Disney/Pixar Finding Dory),RH Disney,National Geographic Books,2016-05-03,en,0.0,Juvenile Fiction,,,"Disney/Pixar Finding Dory reunites the friendly-but-forgetful blue tang fish with her loved ones, and everyone learns a few things about the true meaning of family along the way. This Step 2 Step into Reading leveled reader based on the film features a shiny cover and collector cards. Perfect for boys and girls ages 4 to 6. Step 2 Readers use basic vocabulary and short sentences to tell simple stories. For children who recognize familiar words and can sound out new words with help.",http://books.google.com/books/content?id=J8mOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736435192,Google Books,Ocean of Color (Disney/Pixar Finding Dory),Bill Scollon,National Geographic Books,2016-05-03,en,0.0,Juvenile Fiction,,,"Disney/Pixar Finding Dory reunites the friendly-but-forgetful blue tang fish with her loved ones, and everyone learns a few things about the true meaning of family along the way. This Step 1 Step into Reading leveled reader based on the film comes with a sparkly cover and over 30 shimmery stickers. Perfect for boys and girls ages 4 to 6. Step 1 Readers feature big type and easy words. Rhymes and rhythmic text paired with picture clues help children decode the story. For children who know the alp",http://books.google.com/books/content?id=M8mOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780736436649,Google Books,"Happy Birthday, Princess! (Disney Princess)",Jennifer Liberts,National Geographic Books,2016-08-23,en,0.0,Juvenile Fiction,,,"It's a royal celebration for Belle, Tiana, Jasmine, and the other Disney princesses as they celebrate their birthdays! This Step 1 Deluxe Step into Reading leveled reader is perfect for children ages 4 to 6 and it comes with more than 30 sparkly stickers! Step 1 Readers feature big type and easy words. Rhymes and rhythmic text paired with picture clues help children decode the story. For children who know the alphabet and are eager to begin reading.",http://books.google.com/books/content?id=kcmOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780746071588,Google Books,See Inside the World of Dinosaurs,"Alex Frith, Peter Scott",,2006,en,0.0,Juvenile Nonfiction,,,"'See Inside the World of Dinosaurs' is an exciting and innovative book which allows children to peep inside the world of dinosaurs to discover where dinosaurs lived, their many different shapes and sizes and who they shared their world with.",http://books.google.com/books/content?id=-QtRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780746097922,Google Books,Counting Book Bb,Felicity Brooks,Usborne Publishing,2011,en,0.0,Juvenile Nonfiction,,,"An illustrated picture word book with flaps to lift to encourage counting skills and number recognition. It covers such themes as - at the park, on the farm and in the garden.",http://books.google.com/books/content?id=UOjxQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780746098516,Google Books,See Inside how Things Work,Conrad Mason,,2009,en,0.0,Board book,,,"Lifting the flaps reveals the insides and machinations of machines and devices, explaining in simple, clear language exactly how they work.",http://books.google.com/books/content?id=ycRYPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780746099155,Google Books,Lift-the-flap Word Book,Felicity Brooks,,2010,en,0.0,Juvenile Nonfiction,,,"This is a picture word book with flaps to lift to encourage word and picture association. Each themed page has plenty of flaps to lift with the word of an object or animal underneath. Smaller flaps at the bottom show the same word with an accompanying, delicately illustrated picture.",http://books.google.com/books/content?id=Ic7zQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
9780753430538,Google Books,Where Animals Live,Brenda Stones,Kingfisher,2012,en,0.0,Habitat (Ecology),,,"For the first time, Kingfisher brings its expertise in beautifully-designed, trusted nonfiction to the sphere of learning to read. This new graded reading series will grip children's interest. Developed with literacy experts, the five-level series will guide young readers as they build confidence and fluency in their literacy skills and progress towards reading alone.",http://books.google.com/books/content?id=aGmWZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
